日付,銘柄名,コード,業種,TOPIXに占める個別銘柄のウエイト,ニューインデックス区分,,
20240430,シンプレクス・ホールディングス,4373,情報・通信業,0.01%,TOPIX Small 1,,
20240430,ＩＤＯＭ,7599,卸売業,0.01%,TOPIX Small 1,,
20240430,タカラスタンダード,7981,その他製品,0.01%,TOPIX Small 1,,
20240430,松井証券,8628,証券、商品先物取引業,0.01%,TOPIX Small 1,,
20240430,コニシ,4956,化学,0.01%,TOPIX Small 2,,
20240430,トモニホールディングス,8600,銀行業,0.01%,TOPIX Small 2,,
20240430,鴻池運輸,9025,陸運業,0.01%,TOPIX Small 2,,
20240430,タマホーム,1419,建設業,0.01%,TOPIX Small 1,,
20240430,東鉄工業,1835,建設業,0.01%,TOPIX Small 1,,
20240430,サンエー,2659,小売業,0.01%,TOPIX Small 1,,
20240430,積水樹脂,4212,化学,0.01%,TOPIX Small 2,,
20240430,乃村工藝社,9716,サービス業,0.01%,TOPIX Small 1,,
20240430,東建コーポレーション,1766,建設業,0.01%,TOPIX Small 1,,
20240430,グンゼ,3002,繊維製品,0.01%,TOPIX Small 1,,
20240430,シンフォニアテクノロジー,6507,電気機器,0.01%,TOPIX Small 1,,
20240430,ＥＩＺＯ,6737,電気機器,0.01%,TOPIX Small 1,,
20240430,東京都競馬,9672,サービス業,0.01%,TOPIX Small 1,,
20240430,東急建設,1720,建設業,0.01%,TOPIX Small 1,,
20240430,ＫＨネオケム,4189,化学,0.01%,TOPIX Small 1,,
20240430,太平洋工業,7250,輸送用機器,0.01%,TOPIX Small 1,,
20240430,アルゴグラフィックス,7595,情報・通信業,0.01%,TOPIX Small 2,,
20240430,バルカー,7995,化学,0.01%,TOPIX Small 1,,
20240430,阿波銀行,8388,銀行業,0.01%,TOPIX Small 1,,
20240430,ビー・エム・エル,4694,サービス業,0.01%,TOPIX Small 1,,
20240430,プレミアグループ,7199,その他金融業,0.01%,TOPIX Small 1,,
20240430,タチエス,7239,輸送用機器,0.01%,TOPIX Small 1,,
20240430,青山商事,8219,小売業,0.01%,TOPIX Small 1,,
20240430,ダイダン,1980,建設業,0.01%,TOPIX Small 2,,
20240430,栄研化学,4549,医薬品,0.01%,TOPIX Small 1,,
20240430,エレコム,6750,電気機器,0.01%,TOPIX Small 1,,
20240430,イトーキ,7972,その他製品,0.01%,TOPIX Small 2,,
20240430,泉州電業,9824,卸売業,0.01%,TOPIX Small 2,,
20240430,持田製薬,4534,医薬品,0.01%,TOPIX Small 1,,
20240430,サカタインクス,4633,化学,0.01%,TOPIX Small 2,,
20240430,芝浦機械,6104,機械,0.01%,TOPIX Small 1,,
20240430,オンワードホールディングス,8016,繊維製品,0.01%,TOPIX Small 1,,
20240430,日本冶金工業,5480,鉄鋼,0.01%,TOPIX Small 1,,
20240430,芝浦メカトロニクス,6590,電気機器,0.01%,TOPIX Small 1,,
20240430,日本毛織,3201,繊維製品,0.01%,TOPIX Small 1,,
20240430,インフォコム,4348,情報・通信業,0.01%,TOPIX Small 1,,
20240430,マクセル,6810,電気機器,0.01%,TOPIX Small 1,,
20240430,ニチコン,6996,電気機器,0.01%,TOPIX Small 1,,
20240430,スター精密,7718,機械,0.01%,TOPIX Small 1,,
20240430,フルヤ金属,7826,その他製品,0.01%,TOPIX Small 2,,
20240430,メック,4971,化学,0.01%,TOPIX Small 1,,
20240430,パイオラックス,5988,金属製品,0.01%,TOPIX Small 1,,
20240430,やまびこ,6250,機械,0.01%,TOPIX Small 1,,
20240430,平田機工,6258,機械,0.01%,TOPIX Small 1,,
20240430,図研,6947,電気機器,0.01%,TOPIX Small 1,,
20240430,新明和工業,7224,輸送用機器,0.01%,TOPIX Small 1,,
20240430,イエローハット,9882,卸売業,0.01%,TOPIX Small 1,,
20240430,フューチャー,4722,情報・通信業,0.01%,TOPIX Small 1,,
20240430,オプテックスグループ,6914,電気機器,0.01%,TOPIX Small 1,,
20240430,三菱鉛筆,7976,その他製品,0.01%,TOPIX Small 2,,
20240430,三益半導体工業,8155,金属製品,0.01%,TOPIX Small 1,,
20240430,ニシオホールディングス,9699,サービス業,0.01%,TOPIX Small 1,,
20240430,昭和産業,2004,食料品,0.01%,TOPIX Small 2,,
20240430,藤森工業,7917,化学,0.01%,TOPIX Small 2,,
20240430,東亜建設工業,1885,建設業,0.01%,TOPIX Small 1,,
20240430,澁谷工業,6340,機械,0.01%,TOPIX Small 2,,
20240430,信越ポリマー,7970,化学,0.01%,TOPIX Small 1,,
20240430,丸三証券,8613,証券、商品先物取引業,0.01%,TOPIX Small 2,,
20240430,ハマキョウレックス,9037,陸運業,0.01%,TOPIX Small 2,,
20240430,東テク,9960,卸売業,0.01%,TOPIX Small 2,,
20240430,住友電設,1949,建設業,0.01%,TOPIX Small 2,,
20240430,Ｓ　Ｆｏｏｄｓ,2292,食料品,0.01%,TOPIX Small 1,,
20240430,円谷フィールズホールディングス,2767,卸売業,0.01%,TOPIX Small 1,,
20240430,旭有機材,4216,化学,0.01%,TOPIX Small 1,,
20240430,能美防災,6744,電気機器,0.01%,TOPIX Small 2,,
20240430,伯東,7433,卸売業,0.01%,TOPIX Small 1,,
20240430,日本ライフライン,7575,卸売業,0.01%,TOPIX Small 1,,
20240430,オリエントコーポレーション,8585,その他金融業,0.01%,TOPIX Small 1,,
20240430,プレステージ・インターナショナル,4290,サービス業,0.01%,TOPIX Small 1,,
20240430,オプトラン,6235,機械,0.01%,TOPIX Small 1,,
20240430,オイレス工業,6282,機械,0.01%,TOPIX Small 2,,
20240430,モリタホールディングス,6455,輸送用機器,0.01%,TOPIX Small 2,,
20240430,山洋電気,6516,電気機器,0.01%,TOPIX Small 1,,
20240430,クミアイ化学工業,4996,化学,0.01%,TOPIX Small 1,,
20240430,Ｃ＆Ｆロジホールディングス,9099,陸運業,0.01%,TOPIX Small 2,,
20240430,ユアテック,1934,建設業,0.01%,TOPIX Small 2,,
20240430,ユーグレナ,2931,食料品,0.01%,TOPIX Small 1,,
20240430,リケンＮＰＲ,6209,機械,0.01%,TOPIX Small 2,,
20240430,リンガーハット,8200,小売業,0.01%,TOPIX Small 1,,
20240430,東洋建設,1890,建設業,0.01%,TOPIX Small 1,,
20240430,ニチレキ,5011,石油・石炭製品,0.01%,TOPIX Small 2,,
20240430,サトーホールディングス,6287,機械,0.01%,TOPIX Small 1,,
20240430,ナガイレーベン,7447,卸売業,0.01%,TOPIX Small 2,,
20240430,ローランド,7944,その他製品,0.01%,TOPIX Small 1,,
20240430,フジ,8278,小売業,0.01%,TOPIX Small 1,,
20240430,京葉銀行,8544,銀行業,0.01%,TOPIX Small 1,,
20240430,ＡＮＹＣＯＬＯＲ,5032,情報・通信業,0.01%,TOPIX Small 2,,
20240430,ホソカワミクロン,6277,機械,0.01%,TOPIX Small 2,,
20240430,プレス工業,7246,輸送用機器,0.01%,TOPIX Small 1,,
20240430,サカイ引越センター,9039,陸運業,0.01%,TOPIX Small 1,,
20240430,ＡＺ－ＣＯＭ丸和ホールディングス,9090,陸運業,0.01%,TOPIX Small 1,,
20240430,プリマハム,2281,食料品,0.01%,TOPIX Small 1,,
20240430,ダイドーグループホールディングス,2590,食料品,0.01%,TOPIX Small 1,,
20240430,テクマトリックス,3762,情報・通信業,0.01%,TOPIX Small 1,,
20240430,合同製鐵,5410,鉄鋼,0.01%,TOPIX Small 1,,
20240430,ツガミ,6101,機械,0.01%,TOPIX Small 1,,
20240430,小森コーポレーション,6349,機械,0.01%,TOPIX Small 2,,
20240430,ローランド　ディー．ジー．,6789,電気機器,0.01%,TOPIX Small 1,,
20240430,アクシアル　リテイリング,8255,小売業,0.01%,TOPIX Small 2,,
20240430,石原産業,4028,化学,0.01%,TOPIX Small 1,,
20240430,リョービ,5851,非鉄金属,0.01%,TOPIX Small 1,,
20240430,正栄食品工業,8079,卸売業,0.01%,TOPIX Small 1,,
20240430,沖縄電力,9511,電気・ガス業,0.01%,TOPIX Small 1,,
20240430,ＤＭ三井製糖ホールディングス,2109,食料品,0.01%,TOPIX Small 2,,
20240430,セントラル硝子,4044,化学,0.01%,TOPIX Small 1,,
20240430,住友ファーマ,4506,医薬品,0.01%,TOPIX Small 1,,
20240430,ＴＰＲ,6463,機械,0.01%,TOPIX Small 2,,
20240430,日置電機,6866,電気機器,0.01%,TOPIX Small 1,,
20240430,前田工繊,7821,その他製品,0.01%,TOPIX Small 1,,
20240430,内田洋行,8057,卸売業,0.01%,TOPIX Small 1,,
20240430,ベネッセホールディングス,9783,サービス業,0.01%,TOPIX Mid400,,
20240430,三井住友建設,1821,建設業,0.01%,TOPIX Small 1,,
20240430,ワールド,3612,繊維製品,0.01%,TOPIX Small 1,,
20240430,日本カーボン,5302,ガラス・土石製品,0.01%,TOPIX Small 1,,
20240430,日機装,6376,精密機器,0.01%,TOPIX Small 1,,
20240430,ノーリツ鋼機,7744,精密機器,0.01%,TOPIX Small 1,,
20240430,ゼリア新薬工業,4559,医薬品,0.01%,TOPIX Small 1,,
20240430,東邦チタニウム,5727,非鉄金属,0.01%,TOPIX Small 1,,
20240430,ノーリツ,5943,金属製品,0.01%,TOPIX Small 1,,
20240430,メガチップス,6875,電気機器,0.01%,TOPIX Small 1,,
20240430,富山第一銀行,7184,銀行業,0.01%,TOPIX Small 1,,
20240430,イオン北海道,7512,小売業,0.01%,TOPIX Small 2,,
20240430,ＮＩＳＳＨＡ,7915,その他製品,0.01%,TOPIX Small 1,,
20240430,京阪神ビルディング,8818,不動産業,0.01%,TOPIX Small 1,,
20240430,丸全昭和運輸,9068,陸運業,0.01%,TOPIX Small 2,,
20240430,ＩＤ＆Ｅホールディングス,9161,サービス業,0.01%,TOPIX Small 2,,
20240430,ＴＳＩホールディングス,3608,繊維製品,0.01%,TOPIX Small 1,,
20240430,ＫｅｅＰｅｒ技研,6036,サービス業,0.01%,TOPIX Small 1,,
20240430,レイズネクスト,6379,建設業,0.01%,TOPIX Small 2,,
20240430,サンフロンティア不動産,8934,不動産業,0.01%,TOPIX Small 1,,
20240430,ジェイエイシーリクルートメント,2124,サービス業,0.01%,TOPIX Small 1,,
20240430,マンダム,4917,化学,0.01%,TOPIX Small 1,,
20240430,ジーテクト,5970,金属製品,0.01%,TOPIX Small 2,,
20240430,イリソ電子工業,6908,電気機器,0.01%,TOPIX Small 1,,
20240430,日鉄鉱業,1515,鉱業,0.01%,TOPIX Small 1,,
20240430,高松コンストラクショングループ,1762,建設業,0.01%,TOPIX Small 2,,
20240430,コムチュア,3844,情報・通信業,0.01%,TOPIX Small 1,,
20240430,ウイングアーク１ｓｔ,4432,情報・通信業,0.01%,TOPIX Small 1,,
20240430,黒崎播磨,5352,ガラス・土石製品,0.01%,TOPIX Small 1,,
20240430,日本紙パルプ商事,8032,卸売業,0.01%,TOPIX Small 2,,
20240430,百十四銀行,8386,銀行業,0.01%,TOPIX Small 1,,
20240430,イー・ギャランティ,8771,その他金融業,0.01%,TOPIX Small 1,,
20240430,日本管財ホールディングス,9347,サービス業,0.01%,TOPIX Small 1,,
20240430,松屋フーズホールディングス,9887,小売業,0.01%,TOPIX Small 2,,
20240430,パソナグループ,2168,サービス業,0.01%,TOPIX Small 1,,
20240430,横浜冷凍,2874,卸売業,0.01%,TOPIX Small 2,,
20240430,ブロードリーフ,3673,情報・通信業,0.01%,TOPIX Small 1,,
20240430,大阪有機化学工業,4187,化学,0.01%,TOPIX Small 1,,
20240430,ＪＣＲファーマ,4552,医薬品,0.01%,TOPIX Small 1,,
20240430,タカラバイオ,4974,化学,0.01%,TOPIX Small 1,,
20240430,鶴見製作所,6351,機械,0.01%,TOPIX Small 2,,
20240430,古野電気,6814,電気機器,0.01%,TOPIX Small 2,,
20240430,ハピネット,7552,卸売業,0.01%,TOPIX Small 1,,
20240430,ワキタ,8125,卸売業,0.01%,TOPIX Small 2,,
20240430,藤田観光,9722,サービス業,0.01%,TOPIX Small 1,,
20240430,淺沼組,1852,建設業,0.01%,TOPIX Small 1,,
20240430,太平電業,1968,建設業,0.01%,TOPIX Small 2,,
20240430,レスター,3156,卸売業,0.01%,TOPIX Small 2,,
20240430,ザ・パック,3950,パルプ・紙,0.01%,TOPIX Small 2,,
20240430,古河機械金属,5715,非鉄金属,0.01%,TOPIX Small 2,,
20240430,ミツバ,7280,電気機器,0.01%,TOPIX Small 2,,
20240430,コシダカホールディングス,2157,サービス業,0.01%,TOPIX Small 1,,
20240430,デジタルアーツ,2326,情報・通信業,0.01%,TOPIX Small 1,,
20240430,ジンズホールディングス,3046,小売業,0.01%,TOPIX Small 1,,
20240430,ユナイテッド・スーパーマーケット・ホールディングス,3222,小売業,0.01%,TOPIX Small 1,,
20240430,帝国繊維,3302,繊維製品,0.01%,TOPIX Small 2,,
20240430,アルプス技研,4641,サービス業,0.01%,TOPIX Small 2,,
20240430,バンドー化学,5195,ゴム製品,0.01%,TOPIX Small 2,,
20240430,有沢製作所,5208,化学,0.01%,TOPIX Small 1,,
20240430,カッパ・クリエイト,7421,小売業,0.01%,TOPIX Small 1,,
20240430,上新電機,8173,小売業,0.01%,TOPIX Small 1,,
20240430,Ｇｅｎｋｙ　ＤｒｕｇＳｔｏｒｅｓ,9267,小売業,0.01%,TOPIX Small 1,,
20240430,三井松島ホールディングス,1518,鉱業,0.01%,TOPIX Small 1,,
20240430,大黒天物産,2791,小売業,0.01%,TOPIX Small 1,,
20240430,倉敷紡績,3106,繊維製品,0.01%,TOPIX Small 2,,
20240430,高砂香料工業,4914,化学,0.01%,TOPIX Small 2,,
20240430,共英製鋼,5440,鉄鋼,0.01%,TOPIX Small 1,,
20240430,タムラ製作所,6768,電気機器,0.01%,TOPIX Small 1,,
20240430,リテールパートナーズ,8167,小売業,0.01%,TOPIX Small 1,,
20240430,東邦銀行,8346,銀行業,0.01%,TOPIX Small 1,,
20240430,クオールホールディングス,3034,小売業,0.01%,TOPIX Small 1,,
20240430,チェンジホールディングス,3962,情報・通信業,0.01%,TOPIX Small 1,,
20240430,ＯＢＡＲＡ　ＧＲＯＵＰ,6877,電気機器,0.01%,TOPIX Small 1,,
20240430,岩井コスモホールディングス,8707,証券、商品先物取引業,0.01%,TOPIX Small 2,,
20240430,新日本空調,1952,建設業,0.01%,TOPIX Small 2,,
20240430,明星工業,1976,建設業,0.01%,TOPIX Small 2,,
20240430,ベネフィット・ワン,2412,サービス業,0.01%,TOPIX Mid400,,
20240430,プラスアルファ・コンサルティング,4071,情報・通信業,0.01%,TOPIX Small 1,,
20240430,三洋化成工業,4471,化学,0.01%,TOPIX Small 1,,
20240430,新東工業,6339,機械,0.01%,TOPIX Small 2,,
20240430,不二越,6474,機械,0.01%,TOPIX Small 1,,
20240430,アルプス物流,9055,陸運業,0.01%,TOPIX Small 2,,
20240430,ＮＳユナイテッド海運,9110,海運業,0.01%,TOPIX Small 1,,
20240430,建設技術研究所,9621,サービス業,0.01%,TOPIX Small 2,,
20240430,東亜道路工業,1882,建設業,0.01%,TOPIX Small 2,,
20240430,日本板硝子,5202,ガラス・土石製品,0.01%,TOPIX Small 1,,
20240430,エンプラス,6961,電気機器,0.01%,TOPIX Small 1,,
20240430,三菱ロジスネクスト,7105,輸送用機器,0.01%,TOPIX Small 1,,
20240430,ＡＯＫＩホールディングス,8214,小売業,0.01%,TOPIX Small 1,,
20240430,アイザワ証券グループ,8708,証券、商品先物取引業,0.01%,TOPIX Small 2,,
20240430,アウトソーシング,2427,サービス業,0.01%,TOPIX Mid400,,
20240430,酉島製作所,6363,機械,0.01%,TOPIX Small 2,,
20240430,大和冷機工業,6459,機械,0.01%,TOPIX Small 2,,
20240430,山一電機,6941,電気機器,0.01%,TOPIX Small 1,,
20240430,ＫＯＡ,6999,電気機器,0.01%,TOPIX Small 1,,
20240430,フタバ産業,7241,輸送用機器,0.01%,TOPIX Small 2,,
20240430,シークス,7613,卸売業,0.01%,TOPIX Small 1,,
20240430,キヤノン電子,7739,電気機器,0.01%,TOPIX Small 1,,
20240430,琉球銀行,8399,銀行業,0.01%,TOPIX Small 2,,
20240430,ＴＲＥホールディングス,9247,サービス業,0.01%,TOPIX Small 1,,
20240430,ＳＢＳホールディングス,2384,陸運業,0.01%,TOPIX Small 1,,
20240430,三谷セキサン,5273,ガラス・土石製品,0.01%,TOPIX Small 2,,
20240430,ヤマエグループホールディングス,7130,卸売業,0.01%,TOPIX Small 2,,
20240430,愛三工業,7283,輸送用機器,0.01%,TOPIX Small 1,,
20240430,ブロンコビリー,3091,小売業,0.01%,TOPIX Small 2,,
20240430,三菱総合研究所,3636,情報・通信業,0.01%,TOPIX Small 1,,
20240430,あすか製薬ホールディングス,4886,医薬品,0.01%,TOPIX Small 2,,
20240430,住石ホールディングス,1514,鉱業,0.01%,TOPIX Small 2,,
20240430,カワチ薬品,2664,小売業,0.01%,TOPIX Small 1,,
20240430,ゲオホールディングス,2681,小売業,0.01%,TOPIX Small 1,,
20240430,プレサンスコーポレーション,3254,不動産業,0.01%,TOPIX Small 1,,
20240430,住友精化,4008,化学,0.01%,TOPIX Small 1,,
20240430,オカモト,5122,ゴム製品,0.01%,TOPIX Small 2,,
20240430,品川リフラクトリーズ,5351,ガラス・土石製品,0.01%,TOPIX Small 2,,
20240430,理想科学工業,6413,機械,0.01%,TOPIX Small 2,,
20240430,日本信号,6741,電気機器,0.01%,TOPIX Small 2,,
20240430,エスペック,6859,電気機器,0.01%,TOPIX Small 2,,
20240430,日新,9066,倉庫・運輸関連業,0.01%,TOPIX Small 2,,
20240430,メタウォーター,9551,電気・ガス業,0.01%,TOPIX Small 1,,
20240430,ナガワ,9663,サービス業,0.01%,TOPIX Small 1,,
20240430,応用地質,9755,サービス業,0.01%,TOPIX Small 1,,
20240430,サガミホールディングス,9900,小売業,0.01%,TOPIX Small 2,,
20240430,亀田製菓,2220,食料品,0.01%,TOPIX Small 2,,
20240430,理研ビタミン,4526,食料品,0.01%,TOPIX Small 2,,
20240430,長府製作所,5946,金属製品,0.01%,TOPIX Small 2,,
20240430,タツモ,6266,機械,0.01%,TOPIX Small 1,,
20240430,蝶理,8014,卸売業,0.01%,TOPIX Small 2,,
20240430,日本駐車場開発,2353,不動産業,0.01%,TOPIX Small 1,,
20240430,フルサト・マルカホールディングス,7128,卸売業,0.01%,TOPIX Small 1,,
20240430,カメイ,8037,卸売業,0.01%,TOPIX Small 2,,
20240430,千葉興業銀行,8337,銀行業,0.01%,TOPIX Small 2,,
20240430,シーイーシー,9692,情報・通信業,0.01%,TOPIX Small 1,,
20240430,世紀東急工業,1898,建設業,0.01%,TOPIX Small 1,,
20240430,キーコーヒー,2594,食料品,0.01%,TOPIX Small 2,,
20240430,Ｊ－オイルミルズ,2613,食料品,0.01%,TOPIX Small 2,,
20240430,ティーガイア,3738,情報・通信業,0.01%,TOPIX Small 1,,
20240430,ストライク,6196,サービス業,0.01%,TOPIX Small 1,,
20240430,島精機製作所,6222,機械,0.01%,TOPIX Small 1,,
20240430,おきなわフィナンシャルグループ,7350,銀行業,0.01%,TOPIX Small 2,,
20240430,ユナイテッドアローズ,7606,小売業,0.01%,TOPIX Small 1,,
20240430,ＲＹＯＤＥＮ,8084,卸売業,0.01%,TOPIX Small 2,,
20240430,ハローズ,2742,小売業,0.01%,TOPIX Small 2,,
20240430,川田テクノロジーズ,3443,金属製品,0.01%,TOPIX Small 2,,
20240430,ＲＳ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,3445,金属製品,0.01%,TOPIX Small 1,,
20240430,サイボウズ,4776,情報・通信業,0.01%,TOPIX Small 1,,
20240430,日本セラミック,6929,電気機器,0.01%,TOPIX Small 1,,
20240430,松田産業,7456,卸売業,0.01%,TOPIX Small 1,,
20240430,エイベックス,7860,情報・通信業,0.01%,TOPIX Small 1,,
20240430,ＪＢＣＣホールディングス,9889,情報・通信業,0.01%,TOPIX Small 2,,
20240430,Ｋ＆Ｏエナジーグループ,1663,鉱業,0.01%,TOPIX Small 2,,
20240430,新日本建設,1879,建設業,0.01%,TOPIX Small 2,,
20240430,日本道路,1884,建設業,0.01%,TOPIX Small 2,,
20240430,ロードスターキャピタル,3482,不動産業,0.01%,TOPIX Small 2,,
20240430,ラクスル,4384,情報・通信業,0.01%,TOPIX Small 1,,
20240430,ＴＤＣソフト,4687,情報・通信業,0.01%,TOPIX Small 2,,
20240430,中山製鋼所,5408,鉄鋼,0.01%,TOPIX Small 1,,
20240430,山陽特殊製鋼,5481,鉄鋼,0.01%,TOPIX Small 1,,
20240430,ＰＨＣホールディングス,6523,電気機器,0.01%,TOPIX Small 1,,
20240430,トピー工業,7231,輸送用機器,0.01%,TOPIX Small 2,,
20240430,ＭＩＲＡＲＴＨホールディングス,8897,不動産業,0.01%,TOPIX Small 1,,
20240430,日比谷総合設備,1982,建設業,0.01%,TOPIX Small 2,,
20240430,鳥居薬品,4551,医薬品,0.01%,TOPIX Small 1,,
20240430,シグマクシス・ホールディングス,6088,サービス業,0.01%,TOPIX Small 1,,
20240430,旭ダイヤモンド工業,6140,機械,0.01%,TOPIX Small 1,,
20240430,ドウシシャ,7483,卸売業,0.01%,TOPIX Small 2,,
20240430,ＶＴホールディングス,7593,小売業,0.01%,TOPIX Small 1,,
20240430,広済堂ホールディングス,7868,その他製品,0.01%,TOPIX Small 2,,
20240430,立花エレテック,8159,卸売業,0.01%,TOPIX Small 2,,
20240430,極東証券,8706,証券、商品先物取引業,0.01%,TOPIX Small 2,,
20240430,テレビ東京ホールディングス,9413,情報・通信業,0.01%,TOPIX Small 2,,
20240430,極洋,1301,水産・農林業,0.01%,TOPIX Small 2,,
20240430,ＪＭホールディングス,3539,小売業,0.01%,TOPIX Small 1,,
20240430,コロプラ,3668,情報・通信業,0.01%,TOPIX Small 1,,
20240430,関東電化工業,4047,化学,0.01%,TOPIX Small 1,,
20240430,ステラ　ケミファ,4109,化学,0.01%,TOPIX Small 1,,
20240430,東京鐵鋼,5445,鉄鋼,0.01%,TOPIX Small 2,,
20240430,ユニプレス,5949,輸送用機器,0.01%,TOPIX Small 1,,
20240430,アイダエンジニアリング,6118,機械,0.01%,TOPIX Small 1,,
20240430,アネスト岩田,6381,機械,0.01%,TOPIX Small 2,,
20240430,カーブスホールディングス,7085,サービス業,0.01%,TOPIX Small 1,,
20240430,プロクレアホールディングス,7384,銀行業,0.01%,TOPIX Small 2,,
20240430,ホクト,1379,水産・農林業,0.01%,TOPIX Small 1,,
20240430,宮地エンジニアリンググループ,3431,金属製品,0.01%,TOPIX Small 2,,
20240430,特種東海製紙,3708,パルプ・紙,0.01%,TOPIX Small 2,,
20240430,住友理工,5191,ゴム製品,0.01%,TOPIX Small 2,,
20240430,愛知製鋼,5482,鉄鋼,0.01%,TOPIX Small 1,,
20240430,北越工業,6364,機械,0.01%,TOPIX Small 2,,
20240430,イーグル工業,6486,機械,0.01%,TOPIX Small 1,,
20240430,第一実業,8059,卸売業,0.01%,TOPIX Small 2,,
20240430,ゴールドクレスト,8871,不動産業,0.01%,TOPIX Small 1,,
20240430,ＫＰＰグループホールディングス,9274,卸売業,0.01%,TOPIX Small 1,,
20240430,西部ガスホールディングス,9536,電気・ガス業,0.01%,TOPIX Small 2,,
20240430,鉄建建設,1815,建設業,0.01%,TOPIX Small 2,,
20240430,福田組,1899,建設業,0.01%,TOPIX Small 2,,
20240430,フィックスターズ,3687,情報・通信業,0.01%,TOPIX Small 2,,
20240430,ＳＲＡホールディングス,3817,情報・通信業,0.01%,TOPIX Small 2,,
20240430,四国化成ホールディングス,4099,化学,0.01%,TOPIX Small 2,,
20240430,大日精化工業,4116,化学,0.01%,TOPIX Small 2,,
20240430,栗本鐵工所,5602,鉄鋼,0.01%,TOPIX Small 2,,
20240430,ユニオンツール,6278,機械,0.01%,TOPIX Small 2,,
20240430,月島ホールディングス,6332,機械,0.01%,TOPIX Small 2,,
20240430,スパークス・グループ,8739,証券、商品先物取引業,0.01%,TOPIX Small 2,,
20240430,オリエンタル白石,1786,建設業,0.01%,TOPIX Small 2,,
20240430,矢作建設工業,1870,建設業,0.01%,TOPIX Small 2,,
20240430,バイタルケーエスケー・ホールディングス,3151,卸売業,0.01%,TOPIX Small 2,,
20240430,萩原電気ホールディングス,7467,卸売業,0.01%,TOPIX Small 2,,
20240430,東京計器,7721,精密機器,0.01%,TOPIX Small 2,,
20240430,スターゼン,8043,卸売業,0.01%,TOPIX Small 2,,
20240430,ＳＲＳホールディングス,8163,小売業,0.01%,TOPIX Small 2,,
20240430,山梨中央銀行,8360,銀行業,0.01%,TOPIX Small 2,,
20240430,アニコム　ホールディングス,8715,保険業,0.01%,TOPIX Small 1,,
20240430,日本通信,9424,情報・通信業,0.01%,TOPIX Small 1,,
20240430,フジッコ,2908,食料品,0.01%,TOPIX Small 2,,
20240430,地主,3252,不動産業,0.01%,TOPIX Small 2,,
20240430,ダイト,4577,医薬品,0.01%,TOPIX Small 2,,
20240430,小野建,7414,卸売業,0.01%,TOPIX Small 2,,
20240430,静岡ガス,9543,電気・ガス業,0.01%,TOPIX Small 1,,
20240430,アルコニックス,3036,卸売業,0.00%,TOPIX Small 1,,
20240430,リケンテクノス,4220,化学,0.00%,TOPIX Small 2,,
20240430,ヨンドシーホールディングス,8008,小売業,0.00%,TOPIX Small 1,,
20240430,日本エスコン,8892,不動産業,0.00%,TOPIX Small 1,,
20240430,イチネンホールディングス,9619,サービス業,0.00%,TOPIX Small 2,,
20240430,トーカイ,9729,サービス業,0.00%,TOPIX Small 2,,
20240430,ロック・フィールド,2910,食料品,0.00%,TOPIX Small 1,,
20240430,技研製作所,6289,機械,0.00%,TOPIX Small 1,,
20240430,ヤーマン,6630,電気機器,0.00%,TOPIX Small 1,,
20240430,ＮＥＣキャピタルソリューション,8793,その他金融業,0.00%,TOPIX Small 2,,
20240430,エレマテック,2715,卸売業,0.00%,TOPIX Small 2,,
20240430,アルペン,3028,小売業,0.00%,TOPIX Small 1,,
20240430,富士紡ホールディングス,3104,繊維製品,0.00%,TOPIX Small 2,,
20240430,サンマルクホールディングス,3395,小売業,0.00%,TOPIX Small 2,,
20240430,ケイアイスター不動産,3465,不動産業,0.00%,TOPIX Small 1,,
20240430,ダイコク電機,6430,機械,0.00%,TOPIX Small 1,,
20240430,デンヨー,6517,電気機器,0.00%,TOPIX Small 2,,
20240430,ホーチキ,6745,電気機器,0.00%,TOPIX Small 2,,
20240430,三十三フィナンシャルグループ,7322,銀行業,0.00%,TOPIX Small 2,,
20240430,進和,7607,卸売業,0.00%,TOPIX Small 2,,
20240430,グローブライド,7990,その他製品,0.00%,TOPIX Small 1,,
20240430,神鋼商事,8075,卸売業,0.00%,TOPIX Small 2,,
20240430,ミツウロコグループホールディングス,8131,卸売業,0.00%,TOPIX Small 2,,
20240430,宮崎銀行,8393,銀行業,0.00%,TOPIX Small 2,,
20240430,北海道瓦斯,9534,電気・ガス業,0.00%,TOPIX Small 2,,
20240430,伊藤忠食品,2692,卸売業,0.00%,TOPIX Small 2,,
20240430,片倉工業,3001,繊維製品,0.00%,TOPIX Small 1,,
20240430,アイスタイル,3660,情報・通信業,0.00%,TOPIX Small 1,,
20240430,Ｍ＆Ａキャピタルパートナーズ,6080,サービス業,0.00%,TOPIX Small 1,,
20240430,ソディック,6143,機械,0.00%,TOPIX Small 1,,
20240430,日精エー・エス・ビー機械,6284,機械,0.00%,TOPIX Small 1,,
20240430,荏原実業,6328,機械,0.00%,TOPIX Small 2,,
20240430,日本トムソン,6480,機械,0.00%,TOPIX Small 1,,
20240430,元気寿司,9828,小売業,0.00%,TOPIX Small 2,,
20240430,トーエネック,1946,建設業,0.00%,TOPIX Small 2,,
20240430,サーラコーポレーション,2734,小売業,0.00%,TOPIX Small 2,,
20240430,ホットランド,3196,小売業,0.00%,TOPIX Small 2,,
20240430,ディア・ライフ,3245,不動産業,0.00%,TOPIX Small 2,,
